filepath,class_id
SVIRO\train\i3_train_imageID_1846_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1847_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1847_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1848_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1848_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1849_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1849_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_184_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_184_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1850_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1850_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1851_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1851_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1852_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1852_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1853_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1853_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1854_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1854_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1855_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1855_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1856_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1856_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1857_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1857_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1858_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1858_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1859_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1859_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_185_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_185_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1860_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1860_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1861_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1861_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1862_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1862_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1863_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1863_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1864_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1864_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1865_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1865_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1866_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1866_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1867_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1867_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1868_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1868_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1869_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1869_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_186_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_186_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1870_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1870_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1871_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1871_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1872_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1872_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1873_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1873_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1874_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1874_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1875_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1875_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1876_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1876_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1877_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1877_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1878_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1878_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1879_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1879_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_187_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_187_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1880_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1880_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1881_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1881_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1882_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1882_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1883_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1883_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1884_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1884_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1885_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1885_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1886_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1886_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1887_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1887_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1888_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1888_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1889_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1889_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_188_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_188_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1890_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1890_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1891_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1891_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1892_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1892_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1893_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1893_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1894_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1894_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1895_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1895_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1896_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1896_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1897_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1897_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1898_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1898_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1899_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1899_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_189_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_189_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_18_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_18_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1900_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1900_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1901_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1901_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1902_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1902_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1903_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1903_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1904_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1904_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1905_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1905_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1906_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1906_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1907_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1907_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1908_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1908_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1909_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1909_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_190_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_190_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1910_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1910_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1911_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1911_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1912_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1912_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1913_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1913_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1914_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1914_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1915_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1915_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1916_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1916_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1917_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1917_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1918_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1918_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1919_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1919_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_191_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_191_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1920_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1920_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1921_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1921_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1922_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1922_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1923_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1923_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1924_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1924_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1925_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1925_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1926_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1926_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1927_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1927_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1928_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1928_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1929_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1929_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_192_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_192_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1930_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1930_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1931_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1931_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1932_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1932_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1933_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1933_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1934_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1934_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1935_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1935_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1936_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1936_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1937_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1937_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1938_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1938_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1939_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1939_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_193_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_193_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1940_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1940_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1941_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1941_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1942_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1942_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1943_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1943_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1944_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1944_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1945_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1945_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1946_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1946_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1947_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1947_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1948_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1948_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1949_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1949_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_194_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_194_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1950_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1950_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1951_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1951_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1952_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1952_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1953_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1953_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1954_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1954_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1955_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1955_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1956_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1956_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1957_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1957_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1958_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1958_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1959_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1959_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_195_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_195_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1960_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1960_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1961_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1961_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1962_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1962_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1963_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1963_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1964_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1964_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1965_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1965_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1966_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1966_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_1967_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1967_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1968_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1968_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1969_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1969_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_196_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_196_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1970_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1970_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1971_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1971_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1972_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1972_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1973_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1973_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1974_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1974_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1975_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1975_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1976_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1976_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1977_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1977_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1978_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1978_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1979_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1979_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_197_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_197_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1980_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1980_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1981_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1981_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_1982_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1982_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1983_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1983_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1984_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1984_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1985_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_1985_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1986_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1986_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1987_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1987_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1988_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1988_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_1989_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1989_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_198_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_198_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1990_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1990_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1991_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1991_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_1992_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_1992_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1993_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_1993_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1994_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1994_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_1995_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_1995_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1996_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1996_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1997_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1997_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_1998_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_1998_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1999_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_1999_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_199_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_199_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_19_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_19_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_1_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_1_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_200_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_200_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_201_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_201_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_202_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_202_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_203_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_203_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_204_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_204_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_205_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_205_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_206_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_206_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_207_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_207_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_208_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_208_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_209_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_209_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_20_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_20_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_210_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_210_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_211_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_211_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_212_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_212_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_213_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_213_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_214_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_214_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_215_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_215_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_216_seatPosition_0_GT_3.png,1
